1847
-0.2906244580519996 -0.9417718159109421 0
-0.2842263591367142 -1.009226319159864 0
-0.2971371958391816 -1.073181530905887 0
-0.3357156575191636 -0.8719924414638293 0
-0.4919936735799518 -1.015408105374677 0
-0.719559868371437 -1.110129393724059 0
-0.8970730195775523 -1.023282677214161 0
-0.3835829924906587 -0.8372656527723003 0
-0.4345581134511254 -0.8139490886265284 0
-0.3434520995786026 -1.131650199964311 0
-0.7231515318513392 -0.9870307659430447 0
-0.5402494441860344 -0.8305175730212526 0
-0.9029983315933822 -1.071612006535094 0
-0.7398468820339581 -1.146437880555193 0
-0.4962437802146147 -1.05562219807861 0
-0.8770506657911619 -0.970403632343671 0
-0.9032702032361597 -1.120785224430489 0
-0.5755305154460681 -0.8658645322011869 0
-0.3839220655921275 -1.15662596741956 0
-0.8977190713912686 -1.169390268774775 0
-0.7551637256466012 -1.184051568827835 0
-0.7476085721367813 -0.9547070593044751 0
-0.5082522220136325 -0.9943874665647854 0
-0.499282801258376 -0.9900505254976339 0
-0.5003488423083938 -1.095141186742079 0
-0.5075368041855362 -0.9844518082820948 0
-0.4985608641610643 -0.9801067687987395 0
-0.8847324974501843 -1.215504880229225 0
-0.618593562923602 -0.9173014898816441 0
-0.5068143811491478 -0.9745086306966659 0
-0.4978412285061483 -0.9701634007399164 0
-0.4895863580321246 -0.9757621348925311 0
-0.4888683074446088 -0.965818535041442 0
-0.480617071119492 -0.9714170381741206 0
-0.4798964487584272 -0.9614738915125903 0
-0.471648092468005 -0.9670709245872227 0
-0.47092536479922 -0.9571289535190791 0
-0.4626769342083322 -0.9627257223638513 0
-0.4619540401053535 -0.9527842933301778 0
-0.4537060625319603 -0.9583809476036795 0
-0.470202396427414 -0.9471872568519136 0
-0.4529830489699316 -0.9484398079720148 0
-0.4447353477939461 -0.9540363948987781 0
-0.4454573710034668 -0.963977334277463 0
-0.4364877962462262 -0.9596328329602102 0
-0.4372096536967419 -0.9695733982824712 0
-0.4282415998748063 -0.9652306399614489 0
-0.42896339319152 -0.9751694868197918 0
-0.4199949776949534 -0.970826947209231 0
-0.420716649573715 -0.9807652984129765 0
-0.4117472203357411 -0.9764213520869007 0
-0.4124697670888089 -0.9863606822909077 0
-0.4275207196537513 -0.9552868368585301 0
-0.4819454537853169 -0.8062332337286094 0
-0.4035004765148263 -0.9820167717246419 0
-0.4042231375974676 -0.9919560693917036 0
-0.5060919113956427 -0.9645649248699287 0
-0.4189935711240936 -1.174152008826343 0
-0.7680079503837609 -1.221855123467981 0
-0.8472928548874075 -0.9339323433379882 0
